trsx_id,client_id,cart_id,product_id,date,amount,price,products_price,cart_price
TRX001481,CLI0348,CRT00903,PRD0161,2026-06-06 22:46:28,5,331.95,1659.75,5071.66
TRX001482,CLI0166,CRT00964,PRD0011,2026-06-27 23:36:50,4,104.38,417.52,2545.7799999999997
TRX001483,CLI0093,CRT00126,PRD0109,2026-03-17 03:33:13,10,181.62,1816.2,3134.6099999999997
TRX001484,CLI0009,CRT00491,PRD0115,2026-02-21 19:01:52,5,301.5,1507.5,7208.9
TRX001485,CLI0085,CRT01827,PRD0029,2026-03-22 17:53:12,5,95.22,476.1,5084.38
TRX001486,CLI0400,CRT00091,PRD0017,2026-02-24 08:03:32,2,134.36,268.72,3268.6800000000003
TRX001487,CLI0365,CRT03081,PRD0081,2026-07-18 14:06:47,1,151.12,151.12,3663.88
TRX001488,CLI0115,CRT01973,PRD0002,2026-05-05 09:23:13,2,38.12,76.24,1800.92
TRX001489,CLI0219,CRT02499,PRD0084,2026-07-05 17:00:20,1,129.22,129.22,2312.57
TRX001490,CLI0328,CRT01074,PRD0072,2026-02-23 11:40:58,5,308.05,1540.25,5684.84
TRX001491,CLI0185,CRT02506,PRD0064,2026-04-12 13:45:08,3,237.14,711.42,2769.03
TRX001492,CLI0256,CRT01987,PRD0090,2026-07-07 03:36:54,8,15.96,127.68,1051.8300000000002
TRX001493,CLI0236,CRT01067,PRD0102,2026-04-10 19:01:04,10,233.03,2330.3,3845.46
TRX001494,CLI0089,CRT02496,PRD0191,2026-06-01 19:58:58,8,288.92,2311.36,6071.32
TRX001495,CLI0256,CRT02357,PRD0067,2026-06-18 12:54:46,5,327.31,1636.55,6535.44
TRX001496,CLI0030,CRT00541,PRD0134,2026-07-18 06:22:53,10,343.3,3433.0,3433.0
TRX001497,CLI0187,CRT02819,PRD0105,2026-04-20 06:37:58,4,200.26,801.04,4961.299999999999
TRX001498,CLI0199,CRT00450,PRD0080,2026-05-01 16:33:11,6,342.98,2057.88,3784.92
TRX001499,CLI0032,CRT02127,PRD0066,2026-03-23 16:55:25,5,148.18,740.9000000000001,2132.2200000000003
TRX001500,CLI0243,CRT03008,PRD0152,2026-02-04 04:00:38,10,336.37,3363.7,6413.85
TRX001501,CLI0337,CRT00901,PRD0178,2026-02-05 03:11:47,3,198.09,594.27,2508.1099999999997
TRX001502,CLI0274,CRT00798,PRD0071,2026-06-03 16:07:46,2,76.57,153.14,8458.74
TRX001503,CLI0078,CRT02979,PRD0199,2026-02-15 15:36:21,1,223.09,223.09,1749.81
TRX001504,CLI0120,CRT02042,PRD0035,2026-03-31 10:53:36,2,344.9,689.8,1167.48
TRX001505,CLI0212,CRT00520,PRD0095,2026-05-22 20:18:00,9,42.58,383.21999999999997,6401.39
TRX001506,CLI0045,CRT00043,PRD0055,2026-04-10 20:15:23,2,349.75,699.5,1943.71
TRX001507,CLI0063,CRT01275,PRD0002,2026-05-26 19:29:23,9,38.12,343.08,2098.9
TRX001508,CLI0332,CRT01781,PRD0078,2026-06-06 22:48:53,9,172.26,1550.34,7167.0
TRX001509,CLI0329,CRT03046,PRD0090,2026-04-14 13:51:08,10,15.96,159.60000000000002,1110.73
TRX001510,CLI0121,CRT01809,PRD0105,2026-05-01 12:53:59,7,200.26,1401.82,5942.62
TRX001511,CLI0414,CRT01670,PRD0162,2026-05-06 03:38:34,10,195.42,1954.1999999999998,5878.5599999999995
TRX001512,CLI0231,CRT03151,PRD0162,2026-06-13 21:03:29,10,195.42,1954.1999999999998,4370.12
TRX001513,CLI0183,CRT03404,PRD0172,2026-05-08 01:07:30,2,97.82,195.64,6769.0199999999995
TRX001514,CLI0030,CRT02254,PRD0059,2026-03-02 18:27:47,4,252.15,1008.6,5185.009999999999
TRX001515,CLI0266,CRT02055,PRD0012,2026-07-19 14:22:24,3,69.32,207.95999999999998,2976.73
TRX001516,CLI0416,CRT01754,PRD0015,2026-07-16 23:27:46,10,125.96,1259.6,2329.97
TRX001517,CLI0019,CRT01832,PRD0077,2026-05-01 09:28:28,4,75.69,302.76,2543.39
TRX001518,CLI0052,CRT01323,PRD0052,2026-07-22 23:01:03,6,68.6,411.59999999999997,10596.759999999998
TRX001519,CLI0263,CRT03242,PRD0022,2026-07-14 05:32:48,8,51.02,408.16,1353.4
TRX001520,CLI0414,CRT02270,PRD0036,2026-07-09 13:41:11,6,86.2,517.2,2022.22
TRX001521,CLI0332,CRT03048,PRD0052,2026-04-19 07:05:23,4,68.6,274.4,1145.58
TRX001522,CLI0412,CRT01688,PRD0061,2026-03-18 15:45:42,9,111.48,1003.32,2574.37
TRX001523,CLI0361,CRT01694,PRD0014,2026-05-13 06:47:30,5,99.1,495.5,2630.7799999999997
TRX001524,CLI0355,CRT01330,PRD0103,2026-02-02 07:30:21,9,234.25,2108.25,4968.55
TRX001525,CLI0145,CRT02341,PRD0123,2026-03-30 14:42:08,2,85.64,171.28,5146.66
TRX001526,CLI0211,CRT00227,PRD0187,2026-04-23 01:40:25,2,241.37,482.74,6575.63
TRX001527,CLI0273,CRT00787,PRD0001,2026-04-09 06:53:52,2,260.19,520.38,3444.3
TRX001528,CLI0247,CRT00723,PRD0161,2026-06-13 10:52:46,6,331.95,1991.6999999999998,4298.849999999999
TRX001529,CLI0383,CRT00526,PRD0167,2026-02-28 16:15:36,8,82.61,660.88,1627.02
TRX001530,CLI0138,CRT02131,PRD0041,2026-05-22 21:20:30,1,228.33,228.33,4306.79
TRX001531,CLI0376,CRT02551,PRD0082,2026-04-16 03:14:08,4,316.62,1266.48,4554.7
TRX001532,CLI0224,CRT00419,PRD0107,2026-03-12 13:05:18,5,114.48,572.4,572.4
TRX001533,CLI0321,CRT00690,PRD0086,2026-03-03 18:48:33,8,197.06,1576.48,2100.66
TRX001534,CLI0159,CRT01746,PRD0103,2026-06-13 13:12:40,6,234.25,1405.5,2008.5
TRX001535,CLI0147,CRT01993,PRD0047,2026-05-10 06:14:07,7,327.59,2293.1299999999997,7464.969999999999
TRX001536,CLI0301,CRT02236,PRD0064,2026-02-19 03:55:56,1,237.14,237.14,1128.1399999999999
TRX001537,CLI0045,CRT00043,PRD0094,2026-04-10 20:15:23,2,179.52,359.04,1943.71
TRX001538,CLI0124,CRT02612,PRD0009,2026-03-04 07:42:20,7,297.0,2079.0,3819.9300000000003
TRX001539,CLI0109,CRT02867,PRD0013,2026-03-15 17:11:13,5,103.06,515.3,584.24
TRX001540,CLI0359,CRT02757,PRD0004,2026-05-27 10:16:01,3,178.11,534.33,7430.33
TRX001541,CLI0316,CRT03144,PRD0050,2026-02-07 11:47:12,7,164.79,1153.53,1831.79
TRX001542,CLI0264,CRT02595,PRD0039,2026-04-16 06:50:33,3,305.67,917.01,3243.01
TRX001543,CLI0277,CRT01273,PRD0177,2026-02-27 00:07:13,5,221.23,1106.1499999999999,1635.87
TRX001544,CLI0349,CRT00115,PRD0060,2026-02-05 00:55:36,6,339.13,2034.78,4215.7300000000005
TRX001545,CLI0233,CRT02193,PRD0188,2026-01-01 15:33:02,6,281.86,1691.16,4534.8
TRX001546,CLI0007,CRT03333,PRD0031,2026-06-21 07:52:09,5,267.28,1336.3999999999999,5400.75
TRX001547,CLI0424,CRT01776,PRD0043,2026-03-25 10:15:35,7,194.99,1364.93,6794.39
TRX001548,CLI0026,CRT00951,PRD0129,2026-02-18 10:36:05,3,4.55,13.649999999999999,2352.0299999999997
TRX001549,CLI0019,CRT03366,PRD0013,2026-05-28 09:41:28,1,103.06,103.06,2128.16
TRX001550,CLI0355,CRT02964,PRD0010,2026-03-10 22:50:45,3,162.15,486.45000000000005,3476.0
TRX001551,CLI0347,CRT01883,PRD0139,2026-02-27 23:34:43,2,30.96,61.92,4173.92
TRX001552,CLI0284,CRT00279,PRD0147,2026-04-21 21:18:12,4,208.25,833.0,6987.15
TRX001553,CLI0346,CRT02793,PRD0109,2026-07-15 19:03:38,6,181.62,1089.72,4346.65
TRX001554,CLI0388,CRT01564,PRD0148,2026-04-21 01:32:52,5,270.94,1354.7,6546.029999999999
TRX001555,CLI0028,CRT01831,PRD0045,2026-02-28 06:40:04,7,301.22,2108.54,4842.110000000001
TRX001556,CLI0098,CRT00857,PRD0197,2026-03-24 12:32:37,10,267.68,2676.8,8580.1
TRX001557,CLI0351,CRT02791,PRD0156,2026-06-05 01:32:31,3,87.81,263.43,3877.56
TRX001558,CLI0414,CRT00640,PRD0056,2026-03-28 15:21:28,3,143.73,431.18999999999994,856.9899999999999
TRX001559,CLI0288,CRT03278,PRD0014,2026-01-17 14:02:20,4,99.1,396.4,1121.8000000000002
TRX001560,CLI0275,CRT03002,PRD0054,2026-02-28 14:00:13,10,301.82,3018.2,7216.58
TRX001561,CLI0167,CRT00800,PRD0116,2026-04-06 15:00:46,5,281.93,1409.65,1456.1000000000001
TRX001562,CLI0011,CRT02511,PRD0117,2026-07-15 13:53:13,1,196.2,196.2,3300.84
TRX001563,CLI0129,CRT00622,PRD0087,2026-05-24 20:40:27,8,302.95,2423.6,2600.9
TRX001564,CLI0157,CRT03428,PRD0014,2026-01-02 15:40:03,2,99.1,198.2,2373.0299999999997
TRX001565,CLI0252,CRT00931,PRD0122,2026-05-02 05:00:24,8,224.09,1792.72,9575.79
TRX001566,CLI0282,CRT00972,PRD0120,2026-04-08 01:35:54,4,291.12,1164.48,3608.17
TRX001567,CLI0379,CRT02601,PRD0174,2026-06-06 02:57:45,5,6.76,33.8,2475.13
TRX001568,CLI0415,CRT02567,PRD0184,2026-07-14 06:59:10,4,85.85,343.4,2832.87
TRX001569,CLI0381,CRT03212,PRD0180,2026-07-07 04:45:11,5,217.4,1087.0,4240.33
TRX001570,CLI0046,CRT03172,PRD0176,2026-06-16 00:35:53,7,288.19,2017.33,2442.7799999999997
TRX001571,CLI0040,CRT00464,PRD0027,2026-05-12 23:25:41,7,209.57,1466.99,3034.4
TRX001572,CLI0410,CRT01060,PRD0055,2026-05-04 18:12:23,1,349.75,349.75,6284.44
TRX001573,CLI0407,CRT00728,PRD0199,2026-03-12 21:17:17,10,223.09,2230.9,5223.57
TRX001574,CLI0351,CRT00854,PRD0112,2026-05-28 03:15:43,6,344.42,2066.52,4227.219999999999
TRX001575,CLI0235,CRT02666,PRD0022,2026-06-17 05:57:35,5,51.02,255.10000000000002,4253.52
TRX001576,CLI0354,CRT01671,PRD0073,2026-06-22 07:29:48,8,292.23,2337.84,2337.84
TRX001577,CLI0275,CRT00344,PRD0122,2026-04-14 03:20:51,1,224.09,224.09,632.25
TRX001578,CLI0074,CRT03086,PRD0106,2026-07-16 11:16:12,1,102.2,102.2,5365.009999999999
TRX001579,CLI0354,CRT00179,PRD0060,2026-01-30 15:10:27,7,339.13,2373.91,5553.4
TRX001580,CLI0065,CRT02766,PRD0183,2026-02-06 13:47:30,1,74.71,74.71,453.96
TRX001581,CLI0175,CRT00256,PRD0093,2026-04-04 01:58:33,4,302.86,1211.44,7242.79
TRX001582,CLI0187,CRT01675,PRD0071,2026-04-22 07:20:44,10,76.57,765.6999999999999,4080.47
TRX001583,CLI0258,CRT01547,PRD0155,2026-02-26 06:51:36,9,289.44,2604.96,3658.12
TRX001584,CLI0302,CRT01667,PRD0151,2026-01-06 11:31:26,2,121.08,242.16,3905.22
TRX001585,CLI0005,CRT00350,PRD0099,2026-01-30 12:35:51,1,248.8,248.8,5916.48
TRX001586,CLI0061,CRT02063,PRD0198,2026-06-27 07:44:31,8,156.17,1249.36,1407.2599999999998
TRX001587,CLI0288,CRT02095,PRD0195,2026-06-15 04:30:24,10,11.49,114.9,3282.28
TRX001588,CLI0311,CRT01050,PRD0003,2026-04-10 06:49:20,6,149.12,894.72,2921.64
TRX001589,CLI0347,CRT00034,PRD0065,2026-06-08 05:22:06,2,88.06,176.12,845.0600000000001
TRX001590,CLI0004,CRT01505,PRD0129,2026-04-15 23:15:29,7,4.55,31.849999999999998,8646.029999999999
TRX001591,CLI0278,CRT03168,PRD0191,2026-04-22 13:53:32,4,288.92,1155.68,5954.0
TRX001592,CLI0101,CRT02520,PRD0115,2026-02-09 06:54:14,6,301.5,1809.0,2160.96
TRX001593,CLI0365,CRT01550,PRD0136,2026-05-22 04:08:57,3,303.73,911.19,6428.45
TRX001594,CLI0241,CRT02250,PRD0178,2026-03-21 21:57:59,2,198.09,396.18,4977.79
TRX001595,CLI0361,CRT02062,PRD0117,2026-05-12 19:15:55,5,196.2,981.0,3445.08
TRX001596,CLI0411,CRT02223,PRD0126,2026-04-24 01:59:41,2,146.67,293.34,2732.97
TRX001597,CLI0307,CRT02645,PRD0110,2026-03-23 11:14:47,3,286.9,860.6999999999999,4262.0
TRX001598,CLI0360,CRT03473,PRD0029,2026-02-22 18:47:47,1,95.22,95.22,441.81999999999994
TRX001599,CLI0199,CRT00882,PRD0197,2026-06-19 09:52:41,3,267.68,803.04,4015.8599999999997
TRX001600,CLI0191,CRT01426,PRD0001,2026-03-30 16:28:18,3,260.19,780.5699999999999,4508.969999999999
TRX001601,CLI0266,CRT00948,PRD0144,2026-05-18 14:24:13,5,213.05,1065.25,7110.540000000001
TRX001602,CLI0050,CRT02209,PRD0051,2026-01-08 17:28:30,2,142.41,284.82,3320.94
TRX001603,CLI0365,CRT01151,PRD0030,2026-04-08 14:46:59,8,153.58,1228.64,5981.91
TRX001604,CLI0233,CRT01692,PRD0175,2026-06-21 19:56:10,6,120.9,725.4000000000001,2195.9500000000003
TRX001605,CLI0430,CRT00994,PRD0172,2026-06-04 10:51:57,7,97.82,684.74,4220.79
TRX001606,CLI0097,CRT02259,PRD0161,2026-06-20 17:19:14,2,331.95,663.9,3702.37
TRX001607,CLI0314,CRT00925,PRD0194,2026-03-01 21:42:46,7,311.57,2180.99,4408.45
TRX001608,CLI0309,CRT01863,PRD0071,2026-04-08 03:22:10,9,76.57,689.1299999999999,2697.48
TRX001609,CLI0294,CRT01194,PRD0107,2026-01-14 23:53:45,1,114.48,114.48,2497.73
TRX001610,CLI0251,CRT02373,PRD0195,2026-01-07 06:47:50,10,11.49,114.9,357.62
TRX001611,CLI0034,CRT01761,PRD0028,2026-04-01 15:19:24,6,301.62,1809.72,3361.87
TRX001612,CLI0355,CRT02191,PRD0105,2026-06-23 19:24:13,7,200.26,1401.82,3091.41
TRX001613,CLI0192,CRT00391,PRD0123,2026-01-03 20:09:11,5,85.64,428.2,2478.97
TRX001614,CLI0254,CRT02649,PRD0175,2026-03-16 13:42:55,2,120.9,241.8,1664.6399999999999
TRX001615,CLI0147,CRT00638,PRD0094,2026-04-29 22:59:59,9,179.52,1615.68,5033.0199999999995
TRX001616,CLI0032,CRT00023,PRD0169,2026-02-08 03:31:15,6,259.17,1555.02,7092.83
TRX001617,CLI0012,CRT03127,PRD0031,2026-07-14 15:23:53,5,267.28,1336.3999999999999,5305.219999999999
TRX001618,CLI0026,CRT01784,PRD0046,2026-04-13 22:30:03,2,234.97,469.94,1357.1699999999998
TRX001619,CLI0359,CRT01736,PRD0113,2026-01-29 11:31:22,4,310.43,1241.72,4982.96
TRX001620,CLI0430,CRT00626,PRD0089,2026-06-11 03:30:22,4,57.82,231.28,4643.84
TRX001621,CLI0357,CRT02662,PRD0092,2026-02-19 19:57:08,4,10.72,42.88,5591.61
TRX001622,CLI0157,CRT02356,PRD0058,2026-07-08 00:21:08,7,275.33,1927.31,3717.08
TRX001623,CLI0220,CRT00331,PRD0088,2026-03-13 20:15:54,7,64.83,453.81,2011.19
TRX001624,CLI0028,CRT03018,PRD0073,2026-06-29 03:51:34,6,292.23,1753.38,5154.83
TRX001625,CLI0130,CRT01199,PRD0074,2026-02-03 22:25:13,1,229.76,229.76,3152.3199999999997
TRX001626,CLI0322,CRT02405,PRD0190,2026-05-18 10:37:38,3,23.22,69.66,3085.8599999999997
TRX001627,CLI0045,CRT02879,PRD0132,2026-01-28 04:45:02,9,153.95,1385.55,6757.030000000001
TRX001628,CLI0177,CRT00678,PRD0014,2026-03-15 17:04:58,6,99.1,594.5999999999999,3826.3799999999997
TRX001629,CLI0184,CRT00381,PRD0180,2026-05-09 03:51:51,10,217.4,2174.0,6327.33
TRX001630,CLI0396,CRT00812,PRD0148,2026-06-26 10:02:50,2,270.94,541.88,1608.53
TRX001631,CLI0142,CRT01076,PRD0199,2026-05-17 11:37:11,6,223.09,1338.54,1922.04
TRX001632,CLI0023,CRT01069,PRD0138,2026-06-25 21:38:14,7,308.17,2157.19,3968.11
TRX001633,CLI0089,CRT02683,PRD0145,2026-06-17 13:40:00,6,40.06,240.36,6192.97
TRX001634,CLI0429,CRT01652,PRD0041,2026-04-04 12:42:07,9,228.33,2054.9700000000003,5831.45
TRX001635,CLI0178,CRT02397,PRD0101,2026-06-29 10:49:47,2,26.82,53.64,601.44
TRX001636,CLI0138,CRT03247,PRD0151,2026-03-12 17:32:00,8,121.08,968.64,968.64
TRX001637,CLI0031,CRT00737,PRD0026,2026-01-16 12:56:38,10,238.97,2389.7,4026.0999999999995
TRX001638,CLI0395,CRT02352,PRD0122,2026-06-28 15:12:27,2,224.09,448.18,10472.720000000001
TRX001639,CLI0298,CRT01134,PRD0158,2026-07-13 23:09:39,6,12.47,74.82000000000001,8470.55
TRX001640,CLI0159,CRT00672,PRD0104,2026-03-30 17:32:11,8,46.73,373.84,979.3599999999999
TRX001641,CLI0023,CRT01387,PRD0080,2026-01-11 17:08:09,9,342.98,3086.82,4467.14
TRX001642,CLI0195,CRT00602,PRD0103,2026-05-29 03:40:05,3,234.25,702.75,4090.36
TRX001643,CLI0266,CRT00553,PRD0188,2026-01-04 02:29:53,10,281.86,2818.6000000000004,3048.8800000000006
TRX001644,CLI0152,CRT02320,PRD0022,2026-04-24 18:53:22,1,51.02,51.02,74.24000000000001
TRX001645,CLI0154,CRT01140,PRD0085,2026-05-26 11:05:17,6,239.52,1437.1200000000001,5063.81
TRX001646,CLI0031,CRT01808,PRD0049,2026-01-14 12:07:08,3,36.18,108.53999999999999,1328.94
TRX001647,CLI0121,CRT01659,PRD0154,2026-06-15 11:21:47,5,283.35,1416.75,4115.66
TRX001648,CLI0259,CRT02084,PRD0034,2026-06-12 16:46:55,10,115.14,1151.4,4352.32
TRX001649,CLI0083,CRT01460,PRD0179,2026-03-02 04:15:24,3,196.43,589.29,3305.67
TRX001650,CLI0007,CRT02543,PRD0007,2026-01-30 03:21:38,3,149.36,448.08000000000004,2031.1799999999998
TRX001651,CLI0392,CRT00801,PRD0129,2026-06-12 15:40:38,2,4.55,9.1,764.7
TRX001652,CLI0379,CRT00920,PRD0145,2026-03-12 05:31:57,10,40.06,400.6,6730.61
TRX001653,CLI0126,CRT03271,PRD0076,2026-01-19 07:50:04,2,260.49,520.98,8073.75
TRX001654,CLI0043,CRT02921,PRD0125,2026-06-30 19:59:54,2,54.91,109.82,3230.7
TRX001655,CLI0235,CRT01298,PRD0056,2026-06-23 19:32:08,5,143.73,718.65,1127.73
TRX001656,CLI0393,CRT01072,PRD0092,2026-06-18 11:22:37,3,10.72,32.160000000000004,3586.33
TRX001657,CLI0330,CRT02544,PRD0168,2026-07-02 13:59:37,10,260.65,2606.5,5280.0
TRX001658,CLI0288,CRT02903,PRD0059,2026-07-19 14:12:30,10,252.15,2521.5,6415.65
TRX001659,CLI0404,CRT01104,PRD0104,2026-03-25 16:30:12,10,46.73,467.29999999999995,1699.98
TRX001660,CLI0141,CRT01079,PRD0020,2026-01-30 00:33:19,5,75.82,379.09999999999997,945.29
TRX001661,CLI0117,CRT01972,PRD0197,2026-01-31 20:27:40,9,267.68,2409.12,13128.26
TRX001662,CLI0412,CRT02670,PRD0039,2026-07-11 07:07:24,2,305.67,611.34,5556.82
TRX001663,CLI0229,CRT00020,PRD0001,2026-01-12 09:35:10,5,260.19,1300.95,1637.3200000000002
TRX001664,CLI0168,CRT03290,PRD0081,2026-06-01 13:56:21,2,151.12,302.24,4667.88
TRX001665,CLI0184,CRT00194,PRD0169,2026-06-30 14:55:07,5,259.17,1295.8500000000001,4461.85
TRX001666,CLI0189,CRT01431,PRD0043,2026-07-24 02:23:21,1,194.99,194.99,5587.38
TRX001667,CLI0308,CRT02261,PRD0194,2026-06-27 12:03:23,2,311.57,623.14,7316.14
TRX001668,CLI0198,CRT00490,PRD0183,2026-02-03 03:57:10,4,74.71,298.84,6425.79
TRX001669,CLI0431,CRT01600,PRD0018,2026-07-25 17:19:07,9,115.19,1036.71,1721.45
TRX001670,CLI0202,CRT00960,PRD0019,2026-04-16 11:46:36,6,13.65,81.9,1935.7800000000002
TRX001671,CLI0094,CRT02865,PRD0163,2026-01-11 00:01:10,7,278.04,1946.2800000000002,4546.56
TRX001672,CLI0191,CRT00708,PRD0185,2026-04-29 01:09:19,10,144.46,1444.6000000000001,7180.0
TRX001673,CLI0131,CRT02318,PRD0160,2026-05-21 03:05:09,10,246.16,2461.6,2581.02
TRX001674,CLI0121,CRT00896,PRD0019,2026-05-09 10:02:39,4,13.65,54.6,6829.1
TRX001675,CLI0122,CRT02914,PRD0109,2026-03-16 01:25:23,10,181.62,1816.2,3359.5
TRX001676,CLI0064,CRT00083,PRD0030,2026-06-24 01:06:45,2,153.58,307.16,6546.14
TRX001677,CLI0412,CRT01497,PRD0156,2026-04-24 10:30:31,5,87.81,439.05,439.05
TRX001678,CLI0286,CRT01339,PRD0178,2026-03-02 06:59:13,3,198.09,594.27,4853.39
TRX001679,CLI0432,CRT01954,PRD0165,2026-07-03 23:55:08,7,194.83,1363.8100000000002,5725.62
TRX001680,CLI0313,CRT02587,PRD0165,2026-01-15 12:57:45,6,194.83,1168.98,3820.03
TRX001681,CLI0311,CRT02792,PRD0113,2026-04-25 06:08:09,3,310.43,931.29,3267.55
TRX001682,CLI0212,CRT02162,PRD0083,2026-05-23 17:48:11,1,194.5,194.5,3766.23
TRX001683,CLI0050,CRT01541,PRD0110,2026-05-17 21:07:07,2,286.9,573.8,4818.68
TRX001684,CLI0357,CRT00959,PRD0168,2026-05-20 04:55:34,3,260.65,781.9499999999999,2078.81
TRX001685,CLI0059,CRT00261,PRD0187,2026-01-25 23:59:24,1,241.37,241.37,3282.75
TRX001686,CLI0151,CRT00562,PRD0186,2026-03-29 04:15:36,2,13.84,27.68,2910.41
TRX001687,CLI0131,CRT02530,PRD0048,2026-07-17 12:41:28,8,275.16,2201.28,4632.490000000001
TRX001688,CLI0274,CRT03296,PRD0093,2026-05-16 01:25:27,5,302.86,1514.3000000000002,2196.1000000000004
TRX001689,CLI0420,CRT02076,PRD0029,2026-07-09 17:47:47,1,95.22,95.22,1814.08
TRX001690,CLI0007,CRT03333,PRD0131,2026-06-21 07:52:09,3,212.13,636.39,5400.75
TRX001691,CLI0353,CRT03314,PRD0024,2026-01-14 09:27:17,1,78.71,78.71,3658.84
TRX001692,CLI0275,CRT02735,PRD0125,2026-02-22 02:34:08,10,54.91,549.0999999999999,634.2599999999999
TRX001693,CLI0233,CRT01366,PRD0190,2026-02-15 14:06:08,9,23.22,208.98,1847.52
TRX001694,CLI0207,CRT03360,PRD0006,2026-02-15 21:37:43,5,207.27,1036.3500000000001,4822.4
TRX001695,CLI0389,CRT02473,PRD0031,2026-02-01 11:14:41,5,267.28,1336.3999999999999,5795.38
TRX001696,CLI0356,CRT00875,PRD0035,2026-06-28 00:40:10,7,344.9,2414.2999999999997,4276.45
TRX001697,CLI0239,CRT03455,PRD0095,2026-04-18 14:56:13,10,42.58,425.79999999999995,2113.12
TRX001698,CLI0110,CRT02052,PRD0166,2026-04-25 02:50:33,9,124.75,1122.75,4288.95
TRX001699,CLI0219,CRT00208,PRD0012,2026-07-09 04:13:11,9,69.32,623.8799999999999,3097.87
TRX001700,CLI0353,CRT00197,PRD0142,2026-05-04 12:02:12,9,55.45,499.05,1390.65
TRX001701,CLI0144,CRT01200,PRD0160,2026-03-12 09:21:19,7,246.16,1723.12,5819.86
TRX001702,CLI0347,CRT01883,PRD0196,2026-02-27 23:34:43,7,349.85,2448.9500000000003,4173.92
TRX001703,CLI0328,CRT01534,PRD0064,2026-01-20 18:42:33,6,237.14,1422.84,4183.72
TRX001704,CLI0170,CRT00995,PRD0055,2026-01-23 01:47:06,10,349.75,3497.5,9661.98
TRX001705,CLI0429,CRT01652,PRD0160,2026-04-04 12:42:07,5,246.16,1230.8,5831.45
TRX001706,CLI0311,CRT03083,PRD0109,2026-01-20 05:32:55,9,181.62,1634.58,7032.67
TRX001707,CLI0308,CRT00259,PRD0128,2026-05-02 23:55:36,2,9.29,18.58,2587.37
TRX001708,CLI0268,CRT03421,PRD0012,2026-03-16 22:42:42,9,69.32,623.8799999999999,5088.04
TRX001709,CLI0258,CRT02564,PRD0178,2026-01-29 16:24:29,3,198.09,594.27,8032.889999999999
TRX001710,CLI0390,CRT02886,PRD0057,2026-02-21 19:25:34,8,59.71,477.68,1827.31
TRX001711,CLI0023,CRT03059,PRD0094,2026-05-25 17:36:53,3,179.52,538.5600000000001,7255.530000000001
TRX001712,CLI0383,CRT02065,PRD0090,2026-02-10 20:21:12,10,15.96,159.60000000000002,159.60000000000002
TRX001713,CLI0152,CRT02010,PRD0065,2026-04-18 14:38:11,2,88.06,176.12,3950.46
TRX001714,CLI0184,CRT01967,PRD0052,2026-03-08 12:59:58,4,68.6,274.4,390.65999999999997
TRX001715,CLI0328,CRT01534,PRD0126,2026-01-20 18:42:33,7,146.67,1026.6899999999998,4183.72
TRX001716,CLI0145,CRT01148,PRD0090,2026-01-08 08:33:53,8,15.96,127.68,3277.66
TRX001717,CLI0337,CRT01914,PRD0100,2026-07-10 21:54:50,6,252.5,1515.0,9751.08
TRX001718,CLI0333,CRT02313,PRD0063,2026-01-10 07:32:38,10,30.34,303.4,6656.74
TRX001719,CLI0011,CRT01949,PRD0119,2026-02-11 10:29:10,2,332.64,665.28,5162.03
TRX001720,CLI0027,CRT02861,PRD0016,2026-03-19 04:00:25,7,223.15,1562.05,3687.6000000000004
TRX001721,CLI0038,CRT02414,PRD0164,2026-06-13 16:49:02,5,242.9,1214.5,3257.51
TRX001722,CLI0259,CRT00492,PRD0173,2026-06-25 15:17:03,5,330.57,1652.85,4389.3099999999995
TRX001723,CLI0407,CRT02695,PRD0109,2026-06-01 06:35:36,10,181.62,1816.2,5568.49
TRX001724,CLI0332,CRT03048,PRD0138,2026-04-19 07:05:23,2,308.17,616.34,1145.58
TRX001725,CLI0288,CRT02448,PRD0169,2026-06-10 06:54:04,6,259.17,1555.02,5294.61
TRX001726,CLI0313,CRT02587,PRD0150,2026-01-15 12:57:45,4,151.36,605.44,3820.03
TRX001727,CLI0181,CRT03351,PRD0093,2026-03-09 04:18:29,3,302.86,908.58,2925.78
TRX001728,CLI0255,CRT01265,PRD0014,2026-02-08 23:46:12,2,99.1,198.2,401.44
TRX001729,CLI0064,CRT02705,PRD0117,2026-07-12 07:33:12,9,196.2,1765.8,4139.71
TRX001730,CLI0393,CRT02616,PRD0065,2026-03-13 08:01:25,1,88.06,88.06,549.91
TRX001731,CLI0083,CRT00752,PRD0121,2026-01-18 19:20:17,2,301.87,603.74,911.9100000000001
TRX001732,CLI0429,CRT01125,PRD0112,2026-05-05 04:09:44,2,344.42,688.84,3565.21
TRX001733,CLI0173,CRT00797,PRD0061,2026-06-18 05:45:32,4,111.48,445.92,674.64
TRX001734,CLI0078,CRT01268,PRD0102,2026-06-29 12:00:31,1,233.03,233.03,661.4100000000001
TRX001735,CLI0327,CRT00697,PRD0122,2026-04-27 22:29:27,9,224.09,2016.81,2016.81
TRX001736,CLI0352,CRT03401,PRD0143,2026-05-13 23:17:39,6,331.85,1991.1000000000001,5926.9400000000005
TRX001737,CLI0169,CRT00907,PRD0079,2026-04-25 19:44:31,3,98.65,295.95000000000005,295.95000000000005
TRX001738,CLI0147,CRT02113,PRD0081,2026-02-06 06:39:02,4,151.12,604.48,7058.89
