trsx_id,amount,price,products_price,cart_id,product_id
TRX002498,8,241.37,1930.96,CRT01734,PRD0187
TRX002499,8,223.15,1785.2,CRT02000,PRD0016
TRX002500,8,13.84,110.72,CRT02146,PRD0186
TRX002501,5,194.99,974.95,CRT00159,PRD0043
TRX002502,5,64.83,324.15,CRT01336,PRD0088
TRX002503,5,100.84,504.2000000000001,CRT03152,PRD0170
TRX002504,10,229.76,2297.6,CRT00408,PRD0074
TRX002505,7,75.69,529.8299999999999,CRT01017,PRD0077
TRX002506,5,330.57,1652.85,CRT03166,PRD0173
TRX002507,10,231.76,2317.6,CRT02309,PRD0038
TRX002508,4,125.96,503.84,CRT03204,PRD0015
TRX002509,1,282.78,282.78,CRT01158,PRD0111
TRX002510,5,190.14,950.7,CRT00620,PRD0193
TRX002511,7,119.47,836.29,CRT01365,PRD0008
TRX002512,5,9.29,46.45,CRT00800,PRD0128
TRX002513,1,111.48,111.48,CRT03212,PRD0061
TRX002514,1,11.49,11.49,CRT01407,PRD0195
TRX002515,7,153.95,1077.65,CRT00546,PRD0132
TRX002516,1,260.49,260.49,CRT02096,PRD0076
TRX002517,7,263.29,1843.03,CRT02177,PRD0157
TRX002518,10,144.4,1444.0,CRT00904,PRD0200
TRX002519,9,115.14,1036.26,CRT03228,PRD0034
TRX002520,9,4.55,40.95,CRT02382,PRD0129
TRX002521,3,78.71,236.13,CRT02486,PRD0024
TRX002522,7,59.71,417.97,CRT03158,PRD0057
TRX002523,5,162.15,810.75,CRT01085,PRD0010
TRX002524,9,55.45,499.05,CRT03291,PRD0142
TRX002525,7,134.36,940.52,CRT02287,PRD0017
TRX002526,3,140.04,420.12,CRT03199,PRD0068
TRX002527,8,327.31,2618.48,CRT01433,PRD0067
TRX002528,6,194.5,1167.0,CRT00036,PRD0083
TRX002529,6,238.5,1431.0,CRT02883,PRD0133
TRX002530,4,311.57,1246.28,CRT01320,PRD0194
TRX002531,8,231.76,1854.08,CRT02950,PRD0038
TRX002532,8,99.1,792.8,CRT00664,PRD0014
TRX002533,10,286.9,2869.0,CRT02728,PRD0110
TRX002534,4,278.04,1112.16,CRT00887,PRD0163
TRX002535,9,140.04,1260.36,CRT00037,PRD0068
TRX002536,6,144.4,866.4000000000001,CRT02424,PRD0200
TRX002537,5,86.2,431.0,CRT00147,PRD0036
TRX002538,7,153.95,1077.65,CRT02685,PRD0132
TRX002539,1,270.94,270.94,CRT00452,PRD0148
TRX002540,10,196.43,1964.3,CRT02414,PRD0179
TRX002541,2,260.19,520.38,CRT00247,PRD0001
TRX002542,3,24.14,72.42,CRT00401,PRD0127
TRX002543,2,59.71,119.42,CRT00557,PRD0057
TRX002544,1,40.06,40.06,CRT02770,PRD0145
TRX002545,5,99.1,495.5,CRT00233,PRD0014
TRX002546,1,55.45,55.45,CRT01880,PRD0142
TRX002547,8,196.2,1569.6,CRT00586,PRD0117
TRX002548,3,291.12,873.36,CRT02591,PRD0120
TRX002549,6,85.64,513.84,CRT03344,PRD0123
TRX002550,5,200.26,1001.3,CRT02503,PRD0105
TRX002551,6,74.71,448.26,CRT02433,PRD0183
TRX002552,4,308.05,1232.2,CRT00997,PRD0072
TRX002553,10,98.65,986.5,CRT01003,PRD0079
TRX002554,7,59.71,417.97,CRT02995,PRD0057
TRX002555,1,301.5,301.5,CRT00916,PRD0115
TRX002556,2,23.22,46.44,CRT02664,PRD0190
TRX002557,7,301.22,2108.54,CRT01383,PRD0045
TRX002558,1,69.32,69.32,CRT03100,PRD0012
TRX002559,10,229.76,2297.6,CRT00708,PRD0074
TRX002560,10,332.64,3326.4,CRT00303,PRD0119
TRX002561,4,146.67,586.68,CRT02963,PRD0126
TRX002562,3,208.25,624.75,CRT00703,PRD0147
TRX002563,5,302.95,1514.75,CRT01814,PRD0087
TRX002564,8,218.35,1746.8,CRT00125,PRD0070
TRX002565,1,238.5,238.5,CRT01676,PRD0133
TRX002566,8,151.12,1208.96,CRT00390,PRD0081
TRX002567,10,229.76,2297.6,CRT00134,PRD0074
TRX002568,3,87.81,263.43,CRT01359,PRD0156
TRX002569,7,339.13,2373.91,CRT00293,PRD0060
TRX002570,3,153.58,460.74,CRT02428,PRD0030
TRX002571,6,223.09,1338.54,CRT00236,PRD0199
TRX002572,2,15.96,31.92,CRT01526,PRD0090
TRX002573,8,40.06,320.48,CRT01299,PRD0145
TRX002574,5,10.72,53.6,CRT02585,PRD0092
TRX002575,4,172.26,689.04,CRT01548,PRD0078
TRX002576,2,209.57,419.14,CRT02692,PRD0027
TRX002577,7,212.13,1484.91,CRT02321,PRD0131
TRX002578,1,316.62,316.62,CRT01763,PRD0082
TRX002579,4,207.27,829.08,CRT03411,PRD0006
TRX002580,3,75.69,227.07,CRT02690,PRD0077
TRX002581,6,38.12,228.72,CRT02538,PRD0002
TRX002582,1,228.33,228.33,CRT00154,PRD0005
TRX002583,4,297.0,1188.0,CRT00050,PRD0009
TRX002584,10,252.15,2521.5,CRT00535,PRD0059
TRX002585,5,144.4,722.0,CRT03009,PRD0200
TRX002586,4,144.46,577.84,CRT00878,PRD0185
TRX002587,10,262.09,2620.9,CRT00615,PRD0023
TRX002588,9,301.22,2710.9800000000005,CRT01618,PRD0045
TRX002589,9,156.17,1405.53,CRT03156,PRD0198
TRX002590,5,260.49,1302.45,CRT00198,PRD0076
TRX002591,5,312.35,1561.75,CRT01331,PRD0130
TRX002592,3,190.14,570.42,CRT03314,PRD0193
TRX002593,8,330.57,2644.56,CRT01770,PRD0173
TRX002594,9,99.29,893.61,CRT00789,PRD0053
TRX002595,10,12.47,124.7,CRT02196,PRD0158
TRX002596,6,234.25,1405.5,CRT01176,PRD0103
TRX002597,3,87.81,263.43,CRT02525,PRD0156
TRX002598,4,175.98,703.92,CRT00089,PRD0021
TRX002599,7,38.12,266.84,CRT01542,PRD0002
TRX002600,2,311.57,623.14,CRT02952,PRD0194
TRX002601,8,267.68,2141.44,CRT02106,PRD0197
TRX002602,10,194.5,1945.0,CRT01008,PRD0083
TRX002603,5,181.62,908.1,CRT00564,PRD0109
TRX002604,10,69.32,693.1999999999999,CRT01915,PRD0012
TRX002605,7,349.75,2448.25,CRT01112,PRD0055
TRX002606,5,11.49,57.45,CRT00390,PRD0195
TRX002607,6,336.37,2018.22,CRT00228,PRD0152
TRX002608,5,136.36,681.8000000000001,CRT01814,PRD0098
TRX002609,10,166.93,1669.3000000000002,CRT00062,PRD0108
TRX002610,6,38.12,228.72,CRT02522,PRD0002
TRX002611,10,316.62,3166.2,CRT02535,PRD0082
TRX002612,6,305.67,1834.02,CRT01126,PRD0039
TRX002613,8,40.06,320.48,CRT00135,PRD0145
TRX002614,9,265.13,2386.17,CRT03156,PRD0025
TRX002615,2,120.9,241.8,CRT02396,PRD0175
TRX002616,3,153.95,461.85,CRT00021,PRD0132
TRX002617,8,95.22,761.76,CRT00012,PRD0029
TRX002618,4,95.22,380.88,CRT00205,PRD0029
TRX002619,2,153.58,307.16,CRT01357,PRD0030
TRX002620,8,344.9,2759.2,CRT01985,PRD0035
TRX002621,5,224.53,1122.65,CRT03000,PRD0032
TRX002622,3,149.12,447.36,CRT02668,PRD0003
TRX002623,8,143.73,1149.84,CRT00124,PRD0056
TRX002624,2,148.18,296.36,CRT01910,PRD0066
TRX002625,9,224.53,2020.77,CRT00070,PRD0032
TRX002626,4,305.67,1222.68,CRT02884,PRD0039
TRX002627,3,144.4,433.2000000000001,CRT01668,PRD0200
TRX002628,3,332.64,997.92,CRT02001,PRD0119
TRX002629,5,339.13,1695.65,CRT01352,PRD0060
TRX002630,1,260.19,260.19,CRT02400,PRD0001
TRX002631,3,13.65,40.95,CRT01354,PRD0019
TRX002632,4,318.04,1272.16,CRT03186,PRD0146
TRX002633,10,282.78,2827.8,CRT00832,PRD0111
TRX002634,4,321.66,1286.64,CRT01717,PRD0091
TRX002635,7,331.95,2323.65,CRT00876,PRD0161
TRX002636,3,234.97,704.91,CRT03431,PRD0046
TRX002637,8,198.09,1584.72,CRT02229,PRD0178
TRX002638,7,175.98,1231.86,CRT01677,PRD0021
TRX002639,2,78.71,157.42,CRT03146,PRD0024
TRX002640,8,164.79,1318.32,CRT01590,PRD0050
TRX002641,7,343.3,2403.1,CRT03079,PRD0134
TRX002642,5,124.75,623.75,CRT00784,PRD0166
TRX002643,1,23.22,23.22,CRT01005,PRD0190
TRX002644,5,30.34,151.7,CRT02559,PRD0063
TRX002645,1,237.14,237.14,CRT03371,PRD0064
TRX002646,5,87.81,439.05,CRT01360,PRD0156
TRX002647,7,57.82,404.74,CRT00901,PRD0089
TRX002648,6,153.58,921.48,CRT00562,PRD0030
TRX002649,6,283.35,1700.1,CRT02591,PRD0154
TRX002650,2,114.48,228.96,CRT01512,PRD0107
TRX002651,2,209.57,419.14,CRT01050,PRD0027
TRX002652,3,124.75,374.25,CRT00149,PRD0166
TRX002653,9,125.8,1132.2,CRT01437,PRD0159
TRX002654,7,64.83,453.81,CRT03080,PRD0088
TRX002655,4,78.71,314.84,CRT02981,PRD0024
TRX002656,9,13.28,119.52,CRT03457,PRD0141
TRX002657,2,238.5,477.0,CRT00438,PRD0133
TRX002658,2,241.82,483.64,CRT02193,PRD0192
TRX002659,1,344.42,344.42,CRT00729,PRD0112
TRX002660,6,297.0,1782.0,CRT01421,PRD0009
TRX002661,1,336.37,336.37,CRT03093,PRD0152
TRX002662,3,200.26,600.78,CRT01613,PRD0105
TRX002663,3,207.27,621.8100000000001,CRT01584,PRD0006
TRX002664,9,13.84,124.56,CRT03334,PRD0186
TRX002665,10,178.11,1781.1,CRT01623,PRD0004
TRX002666,3,125.96,377.88,CRT01183,PRD0015
TRX002667,1,196.43,196.43,CRT02329,PRD0179
TRX002668,8,175.98,1407.84,CRT00466,PRD0021
TRX002669,5,275.33,1376.65,CRT01855,PRD0058
TRX002670,6,6.76,40.56,CRT00862,PRD0174
TRX002671,10,80.62,806.2,CRT02495,PRD0189
TRX002672,6,36.18,217.08,CRT01990,PRD0049
TRX002673,3,223.15,669.45,CRT03319,PRD0016
TRX002674,9,327.31,2945.79,CRT02553,PRD0067
TRX002675,3,336.37,1009.11,CRT02745,PRD0152
TRX002676,8,12.47,99.76,CRT01272,PRD0158
TRX002677,7,234.25,1639.75,CRT01622,PRD0103
TRX002678,8,200.1,1600.8,CRT03019,PRD0182
TRX002679,8,13.84,110.72,CRT02773,PRD0186
TRX002680,5,99.29,496.4500000000001,CRT01312,PRD0053
TRX002681,3,179.52,538.5600000000001,CRT01075,PRD0094
TRX002682,4,316.62,1266.48,CRT01375,PRD0082
TRX002683,10,321.66,3216.6000000000004,CRT01646,PRD0091
TRX002684,4,208.25,833.0,CRT01900,PRD0147
TRX002685,6,146.67,880.02,CRT01584,PRD0126
TRX002686,5,282.78,1413.9,CRT03167,PRD0111
TRX002687,4,86.2,344.8,CRT03346,PRD0036
TRX002688,4,4.55,18.2,CRT03046,PRD0129
TRX002689,8,198.63,1589.04,CRT01443,PRD0135
TRX002690,4,13.84,55.36,CRT00698,PRD0186
TRX002691,3,301.22,903.66,CRT01182,PRD0045
TRX002692,8,172.26,1378.08,CRT03115,PRD0078
TRX002693,9,336.37,3027.33,CRT02309,PRD0152
TRX002694,4,252.5,1010.0,CRT03280,PRD0100
TRX002695,10,74.71,747.0999999999999,CRT01512,PRD0183
TRX002696,7,4.55,31.85,CRT03302,PRD0129
TRX002697,10,311.57,3115.7,CRT00084,PRD0194
TRX002698,3,198.63,595.89,CRT00723,PRD0135
TRX002699,2,234.97,469.94,CRT01986,PRD0046
TRX002700,6,344.42,2066.52,CRT00604,PRD0112
TRX002701,2,289.44,578.88,CRT03443,PRD0155
TRX002702,1,343.3,343.3,CRT02383,PRD0134
TRX002703,1,75.82,75.82,CRT02693,PRD0020
TRX002704,3,194.83,584.49,CRT02245,PRD0165
TRX002705,7,54.91,384.37,CRT02013,PRD0125
TRX002706,1,318.21,318.21,CRT02803,PRD0181
TRX002707,8,57.82,462.56,CRT00528,PRD0089
TRX002708,8,241.37,1930.96,CRT01108,PRD0187
TRX002709,3,318.21,954.63,CRT00860,PRD0181
TRX002710,2,194.83,389.66,CRT02585,PRD0165
TRX002711,5,151.12,755.6,CRT02670,PRD0081
TRX002712,4,281.93,1127.72,CRT01704,PRD0116
TRX002713,5,237.14,1185.6999999999998,CRT02137,PRD0064
TRX002714,9,327.31,2945.79,CRT02672,PRD0067
TRX002715,7,88.06,616.4200000000001,CRT01858,PRD0065
TRX002716,10,112.37,1123.7,CRT02199,PRD0069
TRX002717,7,248.8,1741.6,CRT00124,PRD0099
TRX002718,6,38.5,231.0,CRT00340,PRD0075
TRX002719,4,301.5,1206.0,CRT00229,PRD0115
TRX002720,8,80.42,643.36,CRT00076,PRD0140
TRX002721,2,228.33,456.66,CRT03221,PRD0005
TRX002722,6,336.37,2018.22,CRT03044,PRD0152
TRX002723,6,231.76,1390.56,CRT01161,PRD0038
TRX002724,8,196.43,1571.44,CRT00315,PRD0179
TRX002725,4,260.19,1040.76,CRT03261,PRD0001
TRX002726,2,129.22,258.44,CRT01249,PRD0084
TRX002727,1,190.14,190.14,CRT02603,PRD0193
TRX002728,6,141.38,848.28,CRT03353,PRD0114
TRX002729,3,162.15,486.4500000000001,CRT01077,PRD0010
TRX002730,1,339.13,339.13,CRT00232,PRD0060
TRX002731,9,196.43,1767.87,CRT02182,PRD0179
TRX002732,10,46.73,467.3,CRT01105,PRD0104
TRX002733,9,331.95,2987.55,CRT03166,PRD0161
TRX002734,4,197.06,788.24,CRT01564,PRD0086
TRX002735,2,260.49,520.98,CRT01186,PRD0076
TRX002736,9,318.04,2862.36,CRT00614,PRD0146
TRX002737,8,172.26,1378.08,CRT01062,PRD0078
TRX002738,4,239.52,958.08,CRT02809,PRD0085
TRX002739,1,36.18,36.18,CRT00560,PRD0049
TRX002740,10,321.66,3216.6000000000004,CRT03082,PRD0091
TRX002741,6,349.75,2098.5,CRT00572,PRD0055
TRX002742,1,57.82,57.82,CRT00415,PRD0089
TRX002743,8,297.0,2376.0,CRT03186,PRD0009
TRX002744,10,342.98,3429.8,CRT01434,PRD0080
TRX002745,4,95.22,380.88,CRT01966,PRD0029
TRX002746,4,194.5,778.0,CRT02201,PRD0083
TRX002747,8,13.84,110.72,CRT02450,PRD0186
TRX002748,8,129.22,1033.76,CRT00985,PRD0084
TRX002749,4,310.43,1241.72,CRT02968,PRD0113
TRX002750,2,339.13,678.26,CRT00873,PRD0060
TRX002751,3,217.4,652.2,CRT00397,PRD0180
TRX002752,10,69.32,693.1999999999999,CRT03309,PRD0012
TRX002753,8,308.05,2464.4,CRT03183,PRD0072
TRX002754,4,9.29,37.16,CRT00340,PRD0128
TRX002755,5,234.25,1171.25,CRT00138,PRD0103
TRX002756,2,305.67,611.34,CRT03081,PRD0039
TRX002757,5,40.06,200.3,CRT01655,PRD0145
TRX002758,9,96.92,872.28,CRT01670,PRD0124
TRX002759,6,267.47,1604.8200000000002,CRT02685,PRD0033
TRX002760,1,85.64,85.64,CRT02052,PRD0123
TRX002761,3,342.98,1028.94,CRT03458,PRD0080
TRX002762,8,301.82,2414.56,CRT01269,PRD0054
TRX002763,6,10.72,64.32000000000001,CRT01544,PRD0092
TRX002764,10,260.65,2606.5,CRT02002,PRD0168
TRX002765,1,97.82,97.82,CRT01566,PRD0172
TRX002766,9,171.38,1542.42,CRT00070,PRD0037
TRX002767,3,331.95,995.85,CRT01722,PRD0161
TRX002768,7,278.04,1946.28,CRT02352,PRD0163
TRX002769,9,114.48,1030.32,CRT01204,PRD0107
TRX002770,1,303.73,303.73,CRT01190,PRD0136
TRX002771,1,36.18,36.18,CRT00298,PRD0049
TRX002772,10,95.22,952.2,CRT01295,PRD0029
TRX002773,1,142.41,142.41,CRT00621,PRD0051
TRX002774,8,194.99,1559.92,CRT02185,PRD0043
TRX002775,3,234.25,702.75,CRT02371,PRD0103
TRX002776,3,283.35,850.0500000000001,CRT03209,PRD0154
TRX002777,1,349.75,349.75,CRT00389,PRD0055
TRX002778,9,321.66,2894.94,CRT03273,PRD0091
TRX002779,8,238.97,1911.76,CRT03362,PRD0026
TRX002780,2,262.09,524.18,CRT00690,PRD0023
TRX002781,3,327.31,981.93,CRT02220,PRD0067
TRX002782,2,164.79,329.58,CRT01024,PRD0050
TRX002783,9,120.9,1088.1,CRT02775,PRD0175
TRX002784,10,301.87,3018.7,CRT02754,PRD0121
TRX002785,5,148.18,740.9000000000001,CRT01242,PRD0066
TRX002786,6,140.04,840.24,CRT03443,PRD0068
TRX002787,3,10.72,32.160000000000004,CRT01732,PRD0092
TRX002788,4,100.84,403.36,CRT02177,PRD0170
TRX002789,10,196.2,1962.0,CRT02067,PRD0117
TRX002790,6,207.27,1243.62,CRT03471,PRD0006
TRX002791,10,344.9,3449.0,CRT01279,PRD0035
TRX002792,7,252.5,1767.5,CRT00885,PRD0100
TRX002793,1,195.42,195.42,CRT01797,PRD0162
TRX002794,3,149.12,447.36,CRT03438,PRD0003
TRX002795,4,143.73,574.92,CRT03165,PRD0056
TRX002796,4,229.76,919.04,CRT00083,PRD0074
TRX002797,2,103.06,206.12,CRT01115,PRD0013
TRX002798,6,144.4,866.4000000000001,CRT00585,PRD0200
TRX002799,10,194.99,1949.9,CRT02273,PRD0043
TRX002800,10,153.95,1539.5,CRT02452,PRD0132
TRX002801,9,54.91,494.19,CRT00921,PRD0125
TRX002802,8,140.04,1120.32,CRT03487,PRD0068
TRX002803,6,291.12,1746.72,CRT01182,PRD0120
TRX002804,2,308.05,616.1,CRT00955,PRD0072
TRX002805,8,241.37,1930.96,CRT03483,PRD0187
TRX002806,6,100.84,605.04,CRT02299,PRD0170
TRX002807,8,88.06,704.48,CRT02308,PRD0065
TRX002808,10,166.93,1669.3000000000002,CRT01166,PRD0108
TRX002809,1,278.04,278.04,CRT00110,PRD0163
TRX002810,4,102.2,408.8,CRT03053,PRD0106
TRX002811,3,234.97,704.91,CRT03243,PRD0046
TRX002812,4,143.73,574.92,CRT00038,PRD0056
TRX002813,1,74.71,74.71,CRT02008,PRD0183
TRX002814,9,301.62,2714.58,CRT01060,PRD0028
TRX002815,9,64.83,583.47,CRT00699,PRD0088
TRX002816,9,171.38,1542.42,CRT01646,PRD0037
TRX002817,1,221.23,221.23,CRT01360,PRD0177
TRX002818,7,96.92,678.44,CRT02434,PRD0124
TRX002819,1,13.65,13.65,CRT00946,PRD0019
TRX002820,10,224.53,2245.3,CRT01313,PRD0032
TRX002821,5,136.36,681.8000000000001,CRT01284,PRD0098
TRX002822,2,288.92,577.84,CRT01795,PRD0191
TRX002823,8,301.87,2414.96,CRT03478,PRD0121
TRX002824,6,124.75,748.5,CRT01486,PRD0166
TRX002825,1,207.27,207.27,CRT02476,PRD0006
TRX002826,3,115.19,345.57,CRT00464,PRD0018
TRX002827,5,302.86,1514.3000000000002,CRT01212,PRD0093
TRX002828,2,13.84,27.68,CRT00916,PRD0186
TRX002829,4,86.2,344.8,CRT00676,PRD0036
TRX002830,1,78.71,78.71,CRT00986,PRD0024
TRX002831,1,116.26,116.26,CRT00292,PRD0137
TRX002832,8,332.64,2661.12,CRT01575,PRD0119
TRX002833,9,217.4,1956.6,CRT02352,PRD0180
TRX002834,9,75.69,681.21,CRT02820,PRD0077
TRX002835,7,88.65,620.5500000000001,CRT03197,PRD0042
TRX002836,8,97.82,782.56,CRT03016,PRD0172
TRX002837,6,82.61,495.66,CRT03136,PRD0167
TRX002838,9,342.98,3086.82,CRT00081,PRD0080
TRX002839,8,156.17,1249.36,CRT00450,PRD0198
TRX002840,6,242.9,1457.4,CRT02668,PRD0164
TRX002841,6,121.08,726.48,CRT00851,PRD0151
TRX002842,9,11.49,103.41,CRT00620,PRD0195
TRX002843,6,265.13,1590.78,CRT00228,PRD0025
TRX002844,1,327.59,327.59,CRT02002,PRD0047
TRX002845,10,224.53,2245.3,CRT00830,PRD0032
TRX002846,6,162.15,972.9,CRT00306,PRD0010
TRX002847,10,114.48,1144.8,CRT00264,PRD0107
TRX002848,2,281.86,563.72,CRT02531,PRD0188
TRX002849,5,308.05,1540.25,CRT02578,PRD0072
TRX002850,6,171.38,1028.28,CRT01194,PRD0037
TRX002851,1,162.15,162.15,CRT03182,PRD0010
TRX002852,5,75.82,379.1,CRT00247,PRD0020
TRX002853,10,163.96,1639.6,CRT02040,PRD0118
TRX002854,8,51.02,408.16,CRT03380,PRD0022
TRX002855,3,275.16,825.48,CRT03392,PRD0048
TRX002856,4,36.18,144.72,CRT02209,PRD0049
TRX002857,7,38.5,269.5,CRT01159,PRD0075
TRX002858,7,234.97,1644.79,CRT02328,PRD0046
TRX002859,10,301.87,3018.7,CRT02144,PRD0121
TRX002860,5,134.36,671.8000000000001,CRT00197,PRD0017
TRX002861,7,103.06,721.4200000000001,CRT00486,PRD0013
TRX002862,3,69.32,207.96,CRT03214,PRD0012
TRX002863,8,228.33,1826.64,CRT03243,PRD0005
TRX002864,3,55.45,166.35000000000002,CRT00650,PRD0142
TRX002865,9,312.35,2811.15,CRT02514,PRD0130
TRX002866,7,302.95,2120.65,CRT00321,PRD0087
TRX002867,6,260.49,1562.94,CRT01516,PRD0076
TRX002868,2,171.38,342.76,CRT02400,PRD0037
TRX002869,9,112.37,1011.33,CRT00736,PRD0069
TRX002870,2,213.05,426.1,CRT02510,PRD0144
TRX002871,5,303.73,1518.65,CRT01355,PRD0136
TRX002872,3,13.28,39.84,CRT02190,PRD0141
TRX002873,1,103.06,103.06,CRT00675,PRD0013
TRX002874,5,270.94,1354.7,CRT02862,PRD0148
TRX002875,4,76.57,306.28,CRT02479,PRD0071
TRX002876,9,291.12,2620.08,CRT01734,PRD0120
TRX002877,5,260.19,1300.95,CRT02472,PRD0001
TRX002878,6,15.96,95.76,CRT01643,PRD0090
TRX002879,1,144.4,144.4,CRT02561,PRD0200
TRX002880,5,278.04,1390.2,CRT02072,PRD0163
TRX002881,7,95.22,666.54,CRT03014,PRD0029
TRX002882,3,260.19,780.5699999999999,CRT01549,PRD0001
TRX002883,2,125.8,251.6,CRT01777,PRD0159
TRX002884,8,112.37,898.96,CRT00279,PRD0069
TRX002885,7,331.95,2323.65,CRT03410,PRD0161
TRX002886,5,248.47,1242.35,CRT00922,PRD0044
TRX002887,4,344.39,1377.56,CRT03074,PRD0149
TRX002888,5,134.36,671.8000000000001,CRT02015,PRD0017
TRX002889,10,172.26,1722.6,CRT00663,PRD0078
TRX002890,4,146.67,586.68,CRT00435,PRD0126
TRX002891,10,179.52,1795.2,CRT02666,PRD0094
TRX002892,5,263.29,1316.45,CRT00659,PRD0157
TRX002893,2,283.35,566.7,CRT02971,PRD0154
TRX002894,7,59.71,417.97,CRT02648,PRD0057
TRX002895,7,260.49,1823.43,CRT00798,PRD0076
TRX002896,8,57.82,462.56,CRT01382,PRD0089
TRX002897,5,275.33,1376.65,CRT02927,PRD0058
TRX002898,1,164.79,164.79,CRT01039,PRD0050
TRX002899,8,149.12,1192.96,CRT01443,PRD0003
TRX002900,9,344.39,3099.51,CRT02243,PRD0149
TRX002901,9,85.64,770.76,CRT00764,PRD0123
TRX002902,7,80.62,564.34,CRT00879,PRD0189
TRX002903,10,76.57,765.6999999999999,CRT01207,PRD0071
TRX002904,9,303.73,2733.57,CRT00843,PRD0136
TRX002905,6,80.42,482.52,CRT00025,PRD0140
TRX002906,9,175.98,1583.82,CRT03117,PRD0021
TRX002907,6,134.36,806.1600000000001,CRT02393,PRD0017
TRX002908,8,321.66,2573.28,CRT00986,PRD0091
TRX002909,5,252.5,1262.5,CRT00565,PRD0100
TRX002910,10,311.57,3115.7,CRT00216,PRD0194
TRX002911,2,331.85,663.7,CRT01729,PRD0143
TRX002912,2,140.04,280.08,CRT03160,PRD0068
TRX002913,1,112.37,112.37,CRT00212,PRD0069
TRX002914,7,153.95,1077.65,CRT02645,PRD0132
TRX002915,7,312.35,2186.4500000000003,CRT01506,PRD0130
TRX002916,8,336.37,2690.96,CRT02360,PRD0152
TRX002917,3,99.1,297.29999999999995,CRT03146,PRD0014
TRX002918,7,207.27,1450.89,CRT01561,PRD0006
TRX002919,5,281.93,1409.65,CRT03421,PRD0116
TRX002920,2,282.78,565.56,CRT02361,PRD0111
TRX002921,9,194.83,1753.47,CRT01115,PRD0165
TRX002922,8,312.35,2498.8,CRT02700,PRD0130
TRX002923,10,15.79,157.89999999999998,CRT03201,PRD0096
TRX002924,4,104.38,417.52,CRT02444,PRD0011
TRX002925,10,238.5,2385.0,CRT02120,PRD0133
TRX002926,8,246.16,1969.28,CRT03358,PRD0160
TRX002927,9,54.91,494.19,CRT01993,PRD0125
TRX002928,10,224.53,2245.3,CRT02546,PRD0032
TRX002929,6,164.79,988.74,CRT01117,PRD0050
TRX002930,4,303.73,1214.92,CRT01254,PRD0136
TRX002931,8,98.65,789.2,CRT02839,PRD0079
TRX002932,8,146.67,1173.36,CRT01297,PRD0126
TRX002933,1,303.73,303.73,CRT01051,PRD0136
TRX002934,2,57.82,115.64,CRT01712,PRD0089
TRX002935,3,172.26,516.78,CRT01911,PRD0078
TRX002936,5,124.75,623.75,CRT02608,PRD0166
TRX002937,10,24.14,241.4,CRT00799,PRD0127
TRX002938,4,228.33,913.32,CRT00597,PRD0041
TRX002939,2,164.79,329.58,CRT02419,PRD0050
TRX002940,7,267.28,1870.96,CRT01435,PRD0031
TRX002941,5,116.26,581.3000000000001,CRT03080,PRD0137
TRX002942,6,265.13,1590.78,CRT01136,PRD0025
TRX002943,10,308.05,3080.5,CRT02787,PRD0072
TRX002944,9,224.53,2020.77,CRT03309,PRD0032
TRX002945,3,6.76,20.28,CRT01412,PRD0174
TRX002946,5,260.49,1302.45,CRT03041,PRD0076
TRX002947,4,9.29,37.16,CRT01626,PRD0128
TRX002948,8,40.06,320.48,CRT00535,PRD0145
TRX002949,9,312.35,2811.15,CRT02583,PRD0130
TRX002950,1,229.76,229.76,CRT01350,PRD0074
TRX002951,5,301.22,1506.1,CRT03324,PRD0045
TRX002952,8,252.5,2020.0,CRT03057,PRD0100
TRX002953,1,134.36,134.36,CRT02759,PRD0017
TRX002954,5,100.84,504.2000000000001,CRT01336,PRD0170
TRX002955,1,224.09,224.09,CRT03046,PRD0122
TRX002956,8,305.67,2445.36,CRT00523,PRD0039
TRX002957,10,297.0,2970.0,CRT01280,PRD0009
TRX002958,4,281.86,1127.44,CRT01521,PRD0188
TRX002959,7,36.18,253.26,CRT02861,PRD0049
TRX002960,6,82.61,495.66,CRT03169,PRD0167
TRX002961,2,289.44,578.88,CRT00529,PRD0155
TRX002962,9,164.79,1483.11,CRT03312,PRD0050
TRX002963,8,121.08,968.64,CRT00760,PRD0151
TRX002964,6,310.43,1862.58,CRT00058,PRD0113
TRX002965,7,80.42,562.94,CRT01654,PRD0140
TRX002966,10,120.9,1209.0,CRT00949,PRD0175
TRX002967,3,13.28,39.84,CRT00693,PRD0141
TRX002968,7,125.96,881.7199999999999,CRT01741,PRD0015
TRX002969,10,95.22,952.2,CRT00555,PRD0029
TRX002970,3,64.83,194.49,CRT02905,PRD0088
TRX002971,1,291.12,291.12,CRT02989,PRD0120
TRX002972,4,146.67,586.68,CRT00972,PRD0126
TRX002973,3,127.91,383.73,CRT00665,PRD0171
TRX002974,8,260.49,2083.92,CRT02124,PRD0076
TRX002975,4,88.65,354.6,CRT01747,PRD0042
TRX002976,6,11.49,68.94,CRT01523,PRD0195
TRX002977,8,121.08,968.64,CRT02981,PRD0151
TRX002978,2,166.93,333.86,CRT01706,PRD0108
TRX002979,3,68.6,205.8,CRT02331,PRD0052
TRX002980,6,248.8,1492.8000000000002,CRT01237,PRD0099
TRX002981,7,282.78,1979.46,CRT00372,PRD0111
TRX002982,8,331.95,2655.6,CRT03336,PRD0161
TRX002983,3,252.5,757.5,CRT02472,PRD0100
